代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
123238.SZ,卡倍转02,2024/02/01,100.0000,130.0000,130.0000,125.0000,125.0000,25.0000,25.00000000000000000000,22,0.012054794521,5.94262295081967213115,0.16000000000000000000,-0.7083,75.43410046,49.56589954,65.70755034890754764100,49.010,2.0403999183840033,71.7404611303815548,53.2595388696184452,74.23919226393629120300,18.5260,2.7044,-53.2595388696184452,95.10348859853237096600,6.0000,2024/01/11,0.2000,深交所,可转债
128041.SZ,盛路转债,2024/02/01,250.5510,250.1500,281.9000,248.2220,270.0000,19.4490,7.76249146880275872000,200,1.095890410959,0.45628415300546448087,--,-129.8736,106.54499557,163.45500443,153.4140609378599600,6.830,14.6412884333821376,83.3089311859443631,186.6910688140556369,224.0949033391915600,23.8651,1.5740,-186.6910688140556369,78.19131320082550837400,6.0000,2018/07/17,0.5000,深交所,可转债
127098.SZ,欧晶转债,2024/02/01,125.6120,127.5550,140.4610,126.0000,133.8000,8.1880,6.51848549501639970700,70,0.038356164384,5.81147540983606557377,0.14947683109118086700,-2.3581,84.45102766,49.34897234,58.43501696471836634100,45.910,2.1781746896101067,95.2080156828577652,38.5919843171422348,40.53438572409059710700,10.7179,5.0619,-38.5919843171422348,112.7375454401400800,6.0000,2023/11/24,0.2000,深交所,可转债
123230.SZ,金钟转债,2024/02/01,155.0000,155.9890,164.0000,153.4000,163.5000,8.5000,5.48387096774193548400,85,0.093150684932,5.77049180327868852459,0.24464831804281345600,-5.1320,68.65478178,94.84521822,138.1480149830286200,29.100,3.4364261168384880,73.8144329896907216,89.6855670103092784,121.5013966480446900,27.7394,2.5591,-89.6855670103092784,107.5153559241139300,6.0000,2023/11/09,0.4000,深交所,可转债
127081.SZ,中旗转债,2024/02/01,127.0000,126.9750,134.8520,124.4370,133.7070,6.7070,5.28110236220472440900,336,0.276164383562,5.08469945355191256831,0.22437119971280486400,-2.7408,79.92086508,53.78613492,67.29924014981645641600,30.170,3.3145508783559828,91.1832946635730858,42.5237053364269142,46.63541221374045809100,36.0357,2.2067,-42.5237053364269142,114.0919765724501400,6.0000,2023/03/03,0.3000,深交所,可转债
123013.SZ,横河转债,2024/02/01,363.0000,363.3000,388.0000,344.5270,381.0030,18.0030,4.95950413223140495900,191,1.308219178082,0.48087431693989071038,2.62465124946522730800,-147.9157,106.36191047,274.64108953,258.2137612199661700,8.880,11.2612612612612613,96.9594594594594595,284.0435405405405405,292.9508292682926800,52.0787,3.6158,-284.0435405405405405,91.15994535168437305000,6.0000,2018/07/26,0.5000,深交所,可转债
118046.SH,诺泰转债,2024/02/01,118.9070,120.0000,124.6980,119.3580,123.2200,4.3130,3.62720445390094780000,49,0.026849315068,5.86885245901639344262,0.16231131309852296700,-0.4710,75.87701766,47.34298234,62.39436366903722610000,42.730,2.3402761525860051,99.1106950620173180,24.1093049379826820,24.32563400236127514300,73.8310,4.5801,-24.1093049379826820,130.6201773851021900,6.0000,2023/12/15,0.2000,上交所,可转债
128106.SZ,华统转债,2024/02/01,193.0770,192.6110,203.8000,182.8800,199.9870,6.9100,3.57888303630157916300,298,1.224657534247,2.18852459016393442623,0.75004875316895598200,-23.8250,105.02753814,94.95946186,90.41387005893690654500,8.820,11.3378684807256236,202.9478458049886621,-2.9608458049886621,-1.45891955307262568300,-23.0313,4.8086,2.9608458049886621,193.2329838432111800,6.0000,2020/04/10,0.3000,深交所,可转债
123223.SZ,九典转02,2024/02/01,146.3700,145.8110,154.5830,143.6010,151.1950,4.8250,3.29644052743048438900,140,0.115068493151,5.62021857923497267760,0.19841925989616058700,-4.2706,77.28610876,73.90889124,95.63023993032509352100,21.850,4.5766590389016018,135.5606407322654462,15.6343592677345538,11.53311107359891966900,24.7343,5.6110,-15.6343592677345538,175.4010428358192400,6.0000,2023/09/15,0.3000,深交所,可转债
113671.SH,武进转债,2024/02/01,108.4110,108.3650,113.0000,107.5010,111.2530,2.8420,2.62150519781203014500,207,0.170136986301,5.43715846994535519126,0.26965564973528803700,0.6389,96.94964988,14.30335012,14.75337986027185846700,8.550,11.6959064327485380,71.2280701754385965,40.0249298245614035,56.19263546798029554700,9.3880,1.2544,-40.0249298245614035,73.46913605526328332900,6.0000,2023/07/10,0.3000,上交所,可转债
123034.SZ,通光转债,2024/02/01,203.6000,203.1000,209.7950,201.7100,208.5400,4.9400,2.42632612966601178800,90,0.443835616438,1.75683060109289617486,0.86314376138870240700,-28.9918,101.51132256,107.02867744,105.4352113053584500,8.000,12.5000000000000000,79.0000000000000000,129.5400000000000000,163.9746835443038000,23.0068,1.2906,-129.5400000000000000,77.82383088675226496800,6.0000,2019/11/04,0.5000,深交所,可转债
118019.SH,金盘转债,2024/02/01,120.4860,120.2600,124.4000,120.0330,123.3600,2.8740,2.38533937552910711600,139,0.190410958904,4.62295081967213114754,0.40531776913099870300,-1.5718,100.11198190,23.24801810,23.22201364789882358700,34.450,2.9027576197387518,104.0058055152394775,19.3541944847605225,18.60876360591682947700,34.4367,5.1718,-19.3541944847605225,103.8894681149444700,6.0000,2022/09/16,0.3000,上交所,可转债
