代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
110054.SH,通威转债,2019-04-10,100,118,120.38,117.5,119.9,19.9,19.9,24,0.032876712329,0.9344262295081968,--,-0.6254,96.21331367,23.68668633,24.61892790767239,12.44,8.038585209003216,106.3504823151125,13.54951768488746,12.74043839758125,23.2095,3.5747,-13.54951768488746,110.5361391874328,6,2019-03-15,0.5,上交所,可转债
123022.SZ,长信转债,2019-04-10,100,112.21,115.15,111.73,113.16,13.16,13.16,24,0.026301369863,5.937158469945355,0.3534817956875221,0.3218,84.3298149,28.8301851,34.18741655509076,6.38,15.67398119122257,96.86520376175548,16.29479623824452,16.8221359223301,19.9532,2.9253,-16.29479623824452,114.8647176287772,6,2019-03-15,0.4,深交所,可转债
127009.SZ,冰轮转债,2019-04-10,139.3,138.31,148.599,137.554,145.81,6.51,4.673366834170854,87,0.095342465753,0.5150684931506849,0.2059351022582402,-4.0597,97.57757199,48.23242801,49.42983005863579,5.52,18.11594202898551,174.0942028985507,-28.28420289855072,-16.24649323621228,22.2259,2.221,28.28420289855072,178.4162070730683,6,2019-01-11,0.4,深交所,可转债
113523.SH,伟明转债,2019-04-10,115.5,115.15,121.07,115.15,119.62,4.12,3.567099567099567,122,0.133698630137,0.8273972602739726,0.3343922420999833,-0.6589,96.17584009,23.44415991,24.37635053466784,23.92,4.180602006688964,117.6421404682274,1.977859531772575,1.681250888415068,26.1499,6.6407,-1.977859531772575,122.3198470199372,6,2018-12-10,0.4,上交所,可转债
123008.SZ,康泰转债,2019-04-10,172.59,172.589,180.469,171.889,176.99,4.4,2.549394518801785,69,0.094520547945,0.07397260273972603,0.0735278751914628,-9.4181,99.60839894,77.38160106,77.68581955283861,31.23,3.202049311559398,175.9846301633045,1.005369836695485,0.571282751091703,70.3083,22.4874,-1.005369836695485,176.6764971991071,6,2018-02-01,0.3,深交所,可转债
113009.SH,广汽转债,2019-04-10,113.71,112.9,116.58,112.56,116.43,2.72,2.392049951631343,79,0.324657534247,2.786301369863014,1.288327750579748,-2.3729,98.39253532,18.03746468,18.33214747575833,14.74,6.784260515603799,94.50474898236092,21.92525101763908,23.20015793251974,13.0753,1.8681,-21.92525101763908,96.04869787632272,6,2016-01-22,0.2,上交所,可转债
113018.SH,常熟转债,2019-04-10,141.77,140.98,146.81,140.11,145.02,3.25,2.292445510333639,82,0.112328767123,0.1013698630136986,0.1114329058060957,-5.7687,99.71292928,45.30707072,45.43750850280907,5.76,17.36111111111111,146.3541666666667,-1.334166666666667,-0.9116014234875445,14.1648,1.8403,1.334166666666667,146.7755161977994,6,2018-01-19,0.3,上交所,可转债
128021.SZ,兄弟转债,2019-04-10,128.597,129,132.9,124.2,131.001,2.404,1.869405973700786,134,0.183561643836,4.635616438356164,0.3816764757520935,-3.7042,87.48997428,43.51102572,49.7325848796672,5.35,18.69158878504673,131.4018691588785,-0.4008691588785047,-0.3050711237553343,61.2814,2.948,0.4008691588785047,150.1907735603446,6,2017-11-28,0.3,深交所,可转债
113008.SH,电气转债,2019-04-10,123.3,124,126.78,122.7,125.51,2.21,1.792376317923763,68,0.279452054795,1.816438356164384,1.195123894510398,-7.948,101.52153133,23.98846867,23.62894684086716,5.19,19.26782273603083,126.9749518304432,-1.46495183044316,-1.153732928679818,32.1699,1.6939,1.46495183044316,125.071943032169,6,2015-02-02,0.2,上交所,可转债
128013.SZ,洪涛转债,2019-04-10,102.501,102.5,103.94,102,103.77,1.269,1.238036702080955,256,0.701369863014,3.301369863013699,0.9636696540425942,2.4758,44.77330048,58.99669952,131.7675911481074,9.98,10.02004008016032,40.88176352705411,62.88823647294589,153.8295588235294,27.0145,1.3848,-62.88823647294589,91.30835361426121,6,2016-07-29,0.4,深交所,可转债
