代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
128085.SZ,鸿达转债,2023-12-26,62.9,62.051,75.48,61.714,75.48,12.58,20,11,0.090410958904,1.972677595628415,3.97456279809221,27.4648,49.92802975,25.55197025,51.17760580167897,3.91,25.57544757033248,23.52941176470588,51.95058823529412,220.79,-2.6477,0.3064,-51.95058823529412,47.12665787639234,6,2019-12-13,0.4,深交所,可转债
128036.SZ,金农转债,2023-12-26,126,126.48,135.37,124.551,133.93,7.93,6.293650793650794,293,1.605479452055,0.2021857923497268,4.479952213843053,-103.1436,103.58060738,30.34939262,29.30026516320665,6.81,14.68428781204112,80.1762114537445,53.75378854625551,67.04456043956044,-10.6809,2.4469,-53.75378854625551,77.40465467595378,6,2018-03-09,0.4,深交所,可转债
127098.SZ,欧晶转债,2023-12-26,143.3,145.297,155.416,145,149.2,5.9,4.117236566643405,33,0.018082191781,5.912568306010929,0.1340482573726542,-4.1244,82.28924444,66.91075556,81.31166595992627,45.91,2.178174689610107,104.3781311261163,44.82186887388369,42.94181969949916,11.7502,5.5495,-44.82186887388369,126.8429815298913,6,2023-11-24,0.2,深交所,可转债
123018.SZ,溢利转债,2023-12-26,273.28,272.384,287.811,272.293,281.5,8.22,3.007903981264637,7,0.038356164384,0.9836065573770492,3.552397868561279,-61.939,104.56674878,176.93325122,169.2060366075389,8.05,12.42236024844721,91.30434782608695,190.195652173913,208.3095238095238,217.9847,1.3722,-190.195652173913,87.31680853746724,6,2018-12-20,0.4,深交所,可转债
123012.SZ,万顺转债,2023-12-26,163.1,162.998,171.1,160.301,168,4.9,3.004291845493562,160,0.876712328767,0.5655737704918032,3.571428571428572,-65.2519,102.96810597,65.03189403,63.1573179067188,5.92,16.89189189189189,96.45270270270271,71.54729729729729,74.17863397548162,255.5455,0.9452,-71.54729729729729,93.6724064156375,6,2018-07-20,0.4,深交所,可转债
110077.SH,洪城转债,2023-12-26,156.296,156.425,161.5,155.728,159.928,3.632,2.323795874494549,37,0.081095890411,2.901639344262295,0.5002251012955831,-11.566,103.31560172,56.61239828,54.79559460286324,5.78,17.30103806228374,162.1107266435986,-2.182726643598616,-1.346441835645678,8.6544,1.4106,2.182726643598616,156.9082732373198,6,2020-11-20,0.2,上交所,可转债
113595.SH,花王转债,2023-12-26,114.149,115.5,120.76,115.05,116.62,2.471,2.164714539768198,159,0.653424657534,0.1726027397260274,0.7766572671223032,2.1337,100.42731541,16.19268459,16.12378517128779,4.48,22.32142857142857,115.4017857142857,1.218214285714286,1.055628626692456,-39.5071,5.8944,-1.218214285714286,114.9107543531873,6,2020-07-21,0.5,上交所,可转债
113527.SH,维格转债,2023-12-26,123.417,123.416,135.01,122.815,125.652,2.235,1.810933663919881,337,1.846575342466,1.079452054794521,1.59169770477191,-6.4917,113.50555189,12.14644811,10.70119294408728,9.65,10.36269430051813,107.1502590673575,18.50174093264249,17.26709864603482,14.1338,1.1113,-18.50174093264249,94.40089694572694,6,2019-01-24,0.5,上交所,可转债
113576.SH,起步转债,2023-12-26,95.264,95.399,101.211,95.399,96.962,1.698,1.782415183070205,261,1.287123287671,2.289617486338798,1.856397351539779,9.7216,112.22407486,-15.26207486,-13.59964417531577,2.6,38.46153846153846,83.07692307692308,13.88507692307692,16.71351851851852,-2.834,2.9311,-13.88507692307692,74.02771925770998,6,2020-04-10,0.5,上交所,可转债
110061.SH,川投转债,2023-12-26,174.825,174.74,178.73,174.22,177.57,2.745,1.57014157014157,46,0.226849315068,0.1013698630136986,0.2271096967531621,-23.5081,100.12724132,77.44275868,77.3443447148395,8.4,11.90476190476191,177.9761904761905,-0.4061904761904762,-0.2282274247491639,13.0196,1.8996,0.4061904761904762,177.7500190057074,6,2019-11-08,0.2,上交所,可转债
123044.SZ,红相转债,2023-12-26,102.301,102.323,103.72,102.323,103.389,1.088,1.063528215755467,290,1.430136986301,2.210382513661202,1.740997591619998,8.3184,104.37162228,-0.98262228,-0.9414649868753577,7.08,14.12429378531074,96.46892655367232,6.920073446327684,7.173370424597365,-38.7358,1.5871,-6.920073446327684,92.42830996233157,6,2020-03-12,0.5,深交所,可转债
127030.SZ,盛虹转债,2023-12-26,106.3,106.3,107.386,105.433,107.12,0.82,0.7714016933207902,280,0.460273972603,3.237704918032787,0.5601194921583271,1.3832,101.96515227,5.15484773,5.055499467455461,13.31,7.513148009015778,70.32306536438767,36.79693463561232,52.32555555555555,18.7237,1.6848,-36.79693463561232,68.96774417418096,6,2021-03-22,0.2,深交所,可转债
127064.SZ,杭氧转债,2023-12-26,127.166,127.409,129.399,127.009,128.12,0.954,0.7502005252976425,222,0.243287671233,4.396174863387978,0.3122073056509522,-3.0008,98.29827787,29.82172213,30.3379904268917,27.68,3.61271676300578,105.6719653179191,22.44803468208093,21.24313162393163,25.3644,3.4148,-22.44803468208093,107.5013394005446,6,2022-05-19,0.2,深交所,可转债
127032.SZ,苏行转债,2023-12-26,113.052,113.268,114.999,112.692,113.832,0.78,0.6899479885362488,259,0.709589041096,3.295081967213115,0.8784875957551479,0.1816,104.5969897,9.2350103,8.829135835063138,6.78,14.74926253687316,96.16519174041298,17.66680825958702,18.37131288343558,4.7659,0.6276,-17.66680825958702,91.93877569156561,6,2021-04-12,0.2,深交所,可转债
123138.SZ,丝路转债,2023-12-26,144.202,143.787,152.99,141.18,145,0.798,0.5533903829350495,300,0.575342465753,4.183060109289618,0.4827586206896552,-4.2939,87.50487431,57.49512569,65.70505488221643,26.56,3.765060240963856,138.5542168674699,6.445783132530121,4.652173913043479,740.1938,4.9475,-6.445783132530121,158.3388559323215,6,2022-03-02,0.5,深交所,可转债
118044.SH,赛特转债,2023-12-26,117.423,117.2,118.1,116.722,118.03,0.607,0.5169345017585992,107,0.058630136986,5.710382513661203,0.1694484453105143,-0.0196,74.08954246,43.94045754,59.30723295223869,35.41,2.824060999717594,84.24173962157583,33.78826037842418,40.10869259135099,32.7691,3.4476,-33.78826037842418,113.7026047462189,6,2023-09-11,0.2,上交所,可转债
123076.SZ,强力转债,2023-12-26,111.46,111.397,112.12,110.5,112,0.54,0.484478736766553,38,0.156164383562,2.898907103825137,1.339285714285714,1.3891,99.91028277,12.08971723,12.10057352938468,18.9,5.291005291005291,63.28042328042328,48.71957671957672,76.98996655518394,-224.1858,3.6196,-48.71957671957672,63.33724770462211,6,2020-11-19,0.4,深交所,可转债
123183.SZ,海顺转债,2023-12-26,111.925,111.803,113.487,111.803,112.417,0.492,0.4395800759437123,279,0.229315068493,5.240437158469946,0.2668635526655221,1.3265,89.07656902,23.34043098,26.20266051643667,18.15,5.509641873278237,75.26170798898072,37.15529201101928,49.36812225475842,21.7793,1.5755,-37.15529201101928,84.49102700855317,6,2023-03-23,0.3,深交所,可转债
113623.SH,凤21转债,2023-12-26,113.44,113.84,115,113.034,113.928,0.488,0.4301833568406206,263,0.720547945205,3.284153005464481,0.8777473492030055,0.6427,105.03146859,8.89653141,8.470348486441171,16.25,6.153846153846154,81.84615384615384,32.08184615384615,39.19774436090226,17.2063,1.2457,-32.08184615384615,77.92536365043874,6,2021-04-08,0.3,上交所,可转债
123104.SZ,卫宁转债,2023-12-26,112.3,112.413,112.83,111.975,112.778,0.478,0.4256455921638468,286,0.783561643836,3.221311475409836,0.8866977602014577,3.1298,112.55152167,0.22647833,0.2012219174290973,17.71,5.64652738565782,39.24336533032185,73.53463466967814,187.3810618705036,73.4893,2.8511,-73.53463466967814,34.86702334010466,6,2021-03-16,0.3,深交所,可转债
