代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
123136.SZ,城市转债,2022-04-28,163,156.89,199,150.6,199,36,22.08588957055215,98,0.080547945205,1.186301369863014,0.1507537688442211,-8.4716,93.14586019,105.85413981,113.6434186061275,21.18,4.721435316336167,84.04154863078377,114.9584513692162,136.7876404494382,24.4384,2.1359,-114.9584513692162,90.22574750971738,6,2022-01-21,0.3,深交所,可转债
123027.SZ,蓝晓转债,2022-04-28,299,295,377.74,283.276,347,48,16.05351170568562,322,1.146849315068,0.4904109589041096,0.3746397694524496,-29.5709,98.21847348,248.78152652,253.2940267806736,29.03,3.444712366517396,221.7705821563899,125.2294178436101,56.46800248524387,43.9148,6.5399,-125.2294178436101,225.7931469496404,6,2019-06-10,0.5,深交所,可转债
128132.SZ,交建转债,2022-04-28,114.81,115,126.526,114.23,123.11,8.3,7.229335423743576,226,0.371506849315,4.383561643835616,0.4873690195759889,-1.1972,98.37564019,24.73435981,25.1427688421938,18.53,5.396654074473826,98.1651376146789,24.9448623853211,25.4111214953271,757.0282,4.2363,-24.9448623853211,99.78602164629929,6,2020-09-15,0.4,深交所,可转债
113548.SH,石英转债,2022-04-28,399.23,404.56,475,404.5,425.69,26.46,6.627758434987351,183,0.601643835616,0.2986301369863014,0.224743904899603,-30.1596,99.2050193,326.4849807,329.1012722982254,14.93,6.697923643670462,413.3958472873409,12.29415271265908,2.973941996111471,62.3686,9.6942,-12.29415271265908,416.7086002344449,6,2019-10-28,0.4,上交所,可转债
128041.SZ,盛路转债,2022-04-28,236.479,237.47,279.98,237.47,250.801,14.322,6.056351726791808,286,1.175342465753,2.219178082191781,0.5980837396980075,-30.4666,96.13157616,154.66942384,160.8934649969438,6.82,14.66275659824047,89.88269794721407,160.9183020527859,179.0314551386623,22.4222,1.9163,-160.9183020527859,93.49966112863333,6,2018-07-17,0.5,深交所,可转债
113640.SH,苏利转债,2022-04-28,109.25,117,125.49,113.98,115.28,6.03,5.519450800915332,72,0.078904109589,5.805479452054795,0.3469812630117974,0.7798,83.49861067,31.78138933,38.06217741227478,20.11,4.972650422675286,87.51864743908503,27.76135256091497,31.7205,8.0656,1.3754,-27.76135256091497,104.8144953991784,6,2022-02-16,0.4,上交所,可转债
128030.SZ,天康转债,2022-04-28,169.315,169.5,183.764,168.001,177.777,8.462,4.9977851932788,128,0.631232876712,1.652054794520548,1.01250442970688,-25.4883,104.6857009,73.0912991,69.81975424687633,7.4,13.51351351351351,122.2972972972973,55.4797027027027,45.36461878453039,-17.8648,1.7152,-55.4797027027027,116.8233065699399,6,2017-12-22,0.3,深交所,可转债
128046.SZ,利尔转债,2022-04-28,158.37,158.37,168.645,157.01,166,7.63,4.817831660036623,194,0.797260273973,0.5205479452054794,0.9036144578313253,-15.1505,99.92573137,66.07426863,66.12337755662104,12.8,7.8125,161.875,4.125,2.548262548262548,7.1734,2.9072,-4.125,161.9953116986628,6,2018-10-16,0.4,深交所,可转债
128095.SZ,恩捷转债,2022-04-28,311.002,306.5,334.908,306.5,325.877,14.875,4.782927440981087,77,0.21095890411,3.791780821917808,0.3068642463260678,-24.4326,99.31790156,226.55909844,228.1150677585863,64.92,1.540357362908195,292.483056069008,33.39394393099199,11.41739435432905,46.2621,11.4922,-33.39394393099199,294.4917799056728,6,2020-02-11,0.4,深交所,可转债
113025.SH,明泰转债,2022-04-28,300.88,300.88,327.49,294.13,313.74,12.86,4.274129220951875,19,0.078082191781,1.49041095890411,0.4781028877414419,-29.4335,97.61103072,216.12896928,221.418591408969,11,9.090909090909092,284.5454545454546,29.19454545454546,10.26006389776358,9.1343,1.9065,-29.19454545454546,291.5095276082897,6,2019-04-09,0.4,上交所,可转债
