代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
113555.SH,振德转债,2020-07-21,554.49,550,628.5,545.01,622.92,68.43,12.34107017259103,216,0.294520547945,0.3715846994535519,0.07697749257068484,-26.046,98.03756147,524.88243853,535.3891209244497,14.01,7.137758743754461,592.7194860813704,30.20051391862955,5.095245664739885,48.0536,12.3667,-30.20051391862955,604.5840769537558,6,2019-12-19,0.5,上交所,可转债
113520.SH,百合转债,2020-07-21,167.69,168,201.46,168,182.99,15.3,9.123978770350051,257,0.49095890411,0.4644808743169399,0.3825345647303131,-10.3896,97.89726773,85.09273227,86.92043633402025,14.28,7.002801120448179,183.4733893557423,-0.4833893557422969,-0.2634656488549618,28.0799,3.6848,0.4833893557422969,187.4142083942124,6,2018-11-08,0.5,上交所,可转债
113587.SH,泛微转债,2020-07-21,137.06,137.09,158,137.09,147.55,10.49,7.653582372683497,37,0.050684931507,0.592896174863388,0.234886711261098,-2.9171,96.43045227,51.11954773,53.01183031566425,64.33,1.55448468832582,124.3743199129489,23.17568008705114,18.6338145231846,224.6784,18.4092,-23.17568008705114,128.9782604821841,6,2020-06-15,0.5,上交所,可转债
113552.SH,克来转债,2020-07-21,213.94,221,251.55,215.45,229.72,15.78,7.375899784986445,233,0.317808219178,0.04644808743169399,0.1480776312146221,-11.8272,99.93737798,129.78262202,129.8639454458899,19.78,5.055611729019211,226.4914054600607,3.228594539939333,1.425482142857143,97.984,18.7435,-3.228594539939333,226.6333278279398,6,2019-12-02,0.5,上交所,可转债
113521.SH,科森转债,2020-07-21,152.58,152.44,171,152.41,162.96,10.38,6.802988596146284,249,0.475616438356,0.3524590163934426,0.429553264604811,-7.8587,99.19311876,63.76688124,64.28558960252617,8.7,11.49425287356322,163.9080459770115,-0.9480459770114943,-0.5784011220196353,121.266,3.3244,0.9480459770114943,165.2413474099859,6,2018-11-16,0.5,上交所,可转债
128021.SZ,兄弟转债,2020-07-21,130.6,130.595,143.8,130,137.95,7.35,5.627871362940276,237,0.646575342466,3.355191256830601,0.7249003262051468,-6.692,95.85953132,42.09046868,43.90848578165154,5.25,19.04761904761905,138.4761904761905,-0.5261904761904762,-0.3799862448418157,82.5935,3.1059,0.5261904761904762,144.4574040466845,6,2017-11-28,0.3,深交所,可转债
113575.SH,东时转债,2020-07-21,130.74,130.74,139.6,130.74,137.23,6.49,4.964050787823161,104,0.11397260274,5.717808219178083,0.2914814544924579,-3.3255,87.79707639,49.43292361,56.30361014575921,14.56,6.868131868131868,144.2307692307692,-7.00076923076923,-4.853866666666667,-69.1023,7.1814,7.00076923076923,164.2774169268317,6,2020-04-09,0.4,上交所,可转债
128022.SZ,众信转债,2020-07-21,124.444,124.445,135.4,123.502,130.51,6.066,4.87448169457748,234,0.638356164384,2.418032786885246,0.7662248103593594,-5.098,71.04672716,59.46327284,83.69600573730355,7.91,12.64222503160556,130.7206068268015,-0.2106068268015171,-0.1611121856866538,-78.196,4.3154,0.2106068268015171,183.9924399788517,6,2017-12-01,0.3,深交所,可转债
128059.SZ,视源转债,2020-07-21,134.001,134.48,141.91,134.053,140.28,6.279,4.685785926970694,133,0.218630136986,0.1120218579234973,0.2027256641316225,-4.4717,99.79008172,40.48991828,40.57509281694974,74.97,1.333866880085368,141.3765506202481,-1.096550620248099,-0.7756241154825927,107.6101,14.1528,1.096550620248099,141.6739501395892,6,2019-03-08,0.4,深交所,可转债
123029.SZ,英科转债,2020-07-21,999.01,998,1060.801,975.344,1045,45.99,4.603557521946727,341,0.465753424658,5.071038251366121,0.04784688995215311,-33.4244,111.42574212,933.57425788,837.8443258422159,16.02,6.242197253433209,1035.455680399501,9.544319600499376,0.9217506631299734,70.7356,19.2486,-9.544319600499376,929.2786933241748,6,2019-08-16,0.5,深交所,可转债
